idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
4486X,-7.084439,2025-05-28T06:00:00+0000,0.0,275.0,1.4,0.4,307.0,38.697502,292.0,OLIVENZA,78.0,17.1,17.4,17.4,,,,,,,,,,,,,,,,,,,,,,,,
4489X,-7.28194,2025-05-28T06:00:00+0000,0.0,170.0,2.5,0.2,27.0,38.48472,82.0,ALCONCHEL (AUTOMATICA),82.0,14.7,16.6,16.6,,,,,,,,,,,,,,,,,,,,,,,,
4492F,-6.923333,2025-05-28T06:00:00+0000,0.0,377.0,3.1,1.2,110.0,38.47278,87.0,EVC_BARCARROTA,75.0,15.0,15.7,15.7,978.5,,,,,,,,,,,,,,,,,,,,,,,
4497X,-7.158056,2025-05-28T06:00:00+0000,0.0,247.0,1.7,0.6,42.0,38.37222,85.0,VILLANUEVA DEL FRESNO,66.0,16.6,17.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,
4499X,-6.271862,2025-05-28T06:00:00+0000,0.0,771.0,2.0,1.2,307.0,38.081295,297.0,MONESTERIO (AUTOMATICA),50.0,17.8,19.8,19.8,,,,,,,,,,,,,,,,,,,,,,,,
4501X,-6.311317,2025-05-28T06:00:00+0000,0.0,602.0,1.2,0.5,126.0,38.20874,157.0,FUENTE DE CANTOS,37.0,20.6,21.3,21.3,,,,,,,,,,,,,,,,,,,,,,,,
4511C,-6.765058,2025-05-28T06:00:00+0000,0.0,381.0,3.2,2.6,107.0,38.298515,100.0,JEREZ DE LOS CABALLEROS,70.0,15.5,15.7,16.2,977.5,0.3,15.4,1022.1,10.3,20.0,4.0,15.0,23.5,,,,,,0.0,,,,,,,,,
4520X,-6.661793,2025-05-28T06:00:00+0000,0.0,586.0,1.4,0.5,330.0,38.178436,337.0,FREGENAL DE LA SIERRA,87.0,11.4,13.4,13.4,,,,,,,,,,,,,,,,,,,,,,,,
4527X,-6.975941,2025-05-28T06:00:00+0000,0.0,267.0,1.3,0.1,95.0,37.98028,92.0,AROCHE (MASERA - AUTOMATICA),84.0,11.7,12.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,
4541X,-7.51994,2025-05-28T06:00:00+0000,0.0,60.0,,,,37.553658,,EL GRANADO (BOCACHANZA - AUTOMÁTICA),82.0,16.5,16.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,
4549Y,-7.394971,2025-05-28T06:00:00+0000,0.0,2.63,2.8,1.0,6.0,37.194607,343.0,AYAMONTE  ISLA CANELA,69.0,18.7,19.6,19.6,1020.0,,,1020.5,13.8,,,,,,,34.0,,,,,,,,,,,,
4554X,-7.08361,2025-05-28T06:00:00+0000,0.0,15.0,2.2,0.3,41.0,37.218334,10.0,CARTAYA   PEMARES ,82.0,14.3,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
4560Y,-6.674999,2025-05-28T06:00:00+0000,0.0,572.0,2.9,0.7,348.0,37.868614,20.0,ALAJAR  CABEZO MOLINOS,41.0,21.9,21.9,22.5,955.7,0.3,20.5,1020.4,8.0,,53.0,1.0,27.6,,,,,,,,,,,,,,,
4575X,-6.767767,2025-05-28T06:00:00+0000,0.0,280.4,,,,37.575348,,VALVERDE CAMINO (CH.GUADIANA AUTOMATICA),49.0,20.8,21.1,21.8,,,,,,,,,,,,,,,,,,,,,,,,
4584X,-6.942237,2025-05-28T06:00:00+0000,0.0,270.0,,,,37.73158,,EL CERRO DE ANDEVALO,46.0,20.9,21.1,21.1,,,,,,,,,,,,,,,,,,,,,,,,
4589X,-7.11944,2025-05-28T06:00:00+0000,0.0,276.0,1.8,0.2,118.0,37.597782,300.0,ALOSNO  THARSIS-MINAS ,69.0,18.5,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
4608X,-6.630003,2025-05-28T06:00:00+0000,0.0,415.0,3.6,2.4,81.0,37.677227,87.0,EL CAMPILLO  EL ZUMAJO ,39.0,22.7,23.5,23.5,,,,,,,,,,,,,,,,,,,,,,,,
4622X,-6.636671,2025-05-28T06:00:00+0000,0.0,145.0,4.4,1.3,56.0,37.450836,82.0,VILLARRASA  PLANTA DE RECICLAJE,55.0,16.8,19.3,19.3,,,,,,,,,,,,,,,,,,,,,,,,
4642E,-6.911696,2025-05-28T06:00:00+0000,0.0,17.59,2.8,1.5,34.0,37.27841,15.0,HUELVA  RONDA ESTE,66.0,16.1,16.8,17.0,1018.5,0.6,16.9,1020.8,10.4,18.4,30.0,15.1,24.2,,,,,,0.0,,,,,27.5,,,,
5000C,-5.346967,2025-05-28T06:00:00+0000,0.0,87.0,4.8,2.7,131.0,35.888725,128.0,CEUTA,90.0,19.4,19.5,19.6,1011.8,0.7,20.0,1022.3,17.9,13.5,17.0,0.0,24.9,,,,,,0.0,,,,,25.4,,,,
5038Y,-3.003891,2025-05-28T06:00:00+0000,0.0,799.0,,,,37.915836,,CAZORLA (AUTOMATICA),40.0,21.4,21.5,21.5,,,,,,,,,,,,,,,,,,,,,,,,
5047E,-2.734995,2025-05-28T06:00:00+0000,0.0,785.0,2.0,0.5,338.0,37.50583,292.0,BAZA  CRUZ ROJA,77.0,11.4,12.9,13.0,934.4,,13.9,,8.9,16.8,,0.0,16.9,0.0,0.0,,,,,,,,,,,870.0,,
5051X,-2.652778,2025-05-28T06:00:00+0000,0.0,1100.5,2.8,1.4,19.0,37.86139,8.0,HUÉSCAR,60.0,13.2,14.3,14.3,900.7,0.5,18.8,,,20.0,14.0,0.0,13.6,,,,,,0.0,,,,,,,,,
5060X,-2.228056,2025-05-28T06:00:00+0000,0.0,1190.0,,,,37.860832,,TOPARES,54.0,16.8,18.2,18.2,,,,,,,,,,,,,,,,,,,,,,,,
5103E,-3.256944,2025-05-28T06:00:00+0000,,2151.69,3.1,1.5,115.0,37.158333,146.0,CAMARATE 2  PARQUE NACIONAL SIERRA NEVADA,48.0,11.0,14.3,14.3,796.3,0.4,,,,,15.0,,,,,,,,,,,,,,,,,
5103F,-3.254022,2025-05-28T06:00:00+0000,,1534.04,5.0,2.0,243.0,37.19103,251.0,CAMARATE  PARQUE NACIONAL SIERRA NEVADA,50.0,15.0,17.2,17.2,856.1,0.6,,1021.6,6.7,,14.0,,,,,,,,,,,,,,,,,
5107D,-2.986406,2025-05-28T06:00:00+0000,0.0,1197.0,4.3,1.7,170.0,37.179935,207.0,DÓLAR,51.0,15.3,17.8,17.8,,,,,,,,,,,,,,,,,,,,,,,,
5112X,-3.129722,2025-05-28T06:00:00+0000,0.0,916.5,3.5,2.6,140.0,37.311943,152.0,GUADIX,66.0,13.5,14.9,14.9,,,,,,,,,,,,,,,,,,,,,,,,
5164B,-3.461951,2025-05-28T06:00:00+0000,0.0,771.0,1.6,0.9,32.0,37.99667,57.0,BAEZA,44.0,17.7,18.8,18.8,,,,,,,,,,,,,,,,,,,,,,,,
5165X,-3.563581,2025-05-28T06:00:00+0000,0.0,910.0,,,,37.78084,,TORRES,44.0,18.5,18.9,18.9,,,,,,,,,,,,,,,,,,,,,,,,
5192,-2.637568,2025-05-28T06:00:00+0000,0.0,862.0,5.6,3.0,135.0,38.48925,131.0,VILLARRODRIGO,40.0,19.5,19.9,20.2,925.7,0.6,19.8,,5.9,20.0,9.0,0.0,22.6,,,,,,0.0,,,,,,,868.5,,
5210X,-2.998059,2025-05-28T06:00:00+0000,0.0,680.0,1.7,0.3,206.0,38.175,105.0,VILLANUEVA DEL ARZOBISPO,57.0,17.5,17.8,18.3,,,,,,,,,,,,,,,,,,,,,,,,
5246,-3.535273,2025-05-28T06:00:00+0000,0.0,770.0,2.2,0.7,335.0,38.344448,176.0,SANTA ELENA,47.0,18.1,18.2,18.8,934.9,0.1,15.4,,6.7,20.0,14.0,0.0,17.8,,,,,,0.0,,,,,,,861.1,,
5270B,-3.809167,2025-05-28T06:00:00+0000,0.0,580.0,3.0,0.8,83.0,37.7775,245.0,JAÉN,43.0,21.7,22.2,22.3,955.8,0.4,23.7,1021.6,9.0,20.0,90.0,40.0,25.0,,,,,,0.0,,,,,25.0,,,,
5279X,-3.629453,2025-05-28T06:00:00+0000,0.0,515.0,2.0,1.1,131.0,38.151108,132.0,LINARES (VOR - AUTOMATICA),44.0,19.6,20.1,20.1,,,,,,,,,,,,,,,,,,,,,,,,
5281X,-3.782624,2025-05-28T06:00:00+0000,,345.0,2.5,0.9,26.0,38.092983,45.0,BAILÉN,48.0,19.4,19.5,19.6,,,,,,,,,,,,,,,,,,,,,,,,
5298X,-4.063333,2025-05-28T06:00:00+0000,0.0,202.0,1.2,0.7,101.0,38.023052,105.0,ANDÚJAR,59.0,15.8,17.2,17.2,998.1,0.2,,1021.9,9.2,,12.0,,,,,,,,,,,,,,,,,
5304Y,-4.059165,2025-05-28T06:00:00+0000,0.0,665.0,1.5,0.7,199.0,38.668888,202.0,PUERTOLLANO,64.0,15.9,16.2,16.2,,,,,,,,,,,,,,,,,,,,,,,,
5341C,-4.301663,2025-05-28T06:00:00+0000,0.0,710.0,0.8,0.1,13.0,38.428886,57.0,FUENCALIENTE,68.0,13.1,14.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,
5346X,-4.272506,2025-05-28T06:00:00+0000,0.0,720.0,,,,38.186672,,CARDEÑA (SANTA ELENA - AUTOMATICA),54.0,16.1,17.3,17.3,,,,,,,,,,,,,,,,,,,,,,,,
5361X,-4.330275,2025-05-28T06:00:00+0000,0.0,155.0,0.5,0.1,158.0,38.01333,190.0,MONTORO VEGA ARMIJO,60.0,14.9,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
5390Y,-4.608886,2025-05-28T06:00:00+0000,0.0,750.0,4.3,1.7,170.0,38.333057,161.0,VILLANUEVA DE CÓRDOBA,50.0,16.1,17.6,17.6,936.7,,14.6,1021.9,7.0,20.0,,6.0,20.1,0.0,0.0,,,,,,,,,,,,,
5394X,-4.796664,2025-05-28T06:00:00+0000,0.0,525.0,1.9,1.2,68.0,38.020836,65.0,CORDOBA  EMBALSE DE GUADANUÑO,70.0,14.7,16.6,16.6,,,,,,,,,,,,,,,,,,,,,,,,
5402,-4.846558,2025-05-28T06:00:00+0000,0.0,90.0,1.5,1.2,240.0,37.848892,220.0,CÓRDOBA/AEROPUERTO,78.0,14.7,15.4,15.8,1010.7,0.2,17.8,1021.7,11.6,,17.0,38.0,,,,,,,,,,,,,,,,
5406X,-3.908059,2025-05-28T06:00:00+0000,0.0,908.0,2.7,0.2,13.0,37.49749,130.0,CHARILLA,58.0,16.3,16.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,
5412X,-4.207785,2025-05-28T06:00:00+0000,0.0,550.0,4.0,3.5,278.0,37.48473,277.0,PRIEGO DE CÓRDOBA  SAN FELIX,64.0,14.8,15.2,15.4,,,,,,,,,,,,,,,,,,,,,,,,
5427X,-4.353893,2025-05-28T06:00:00+0000,0.0,650.0,0.0,0.0,0.0,37.556114,105.0,DOÑA MENCIA,41.0,20.4,21.8,21.9,,,,,8.0,,,,,,,0.0,,,,,,,,,,,,
5429X,-4.462227,2025-05-28T06:00:00+0000,0.0,275.0,3.6,2.4,23.0,37.81039,32.0,CÓRDOBA  PRAGDENA,45.0,17.2,19.1,19.1,,,,,,,,,,,,,,,,,,,,,,,,
5459X,-4.928728,2025-05-28T06:00:00+0000,0.0,465.0,0.6,0.2,90.0,38.11111,122.0,ESPIEL-C.TÉRMICA,92.0,13.2,14.7,14.7,,,,,,,,,,,,,,,,,,,,,,,,
5470,-5.100552,2025-05-28T06:00:00+0000,0.0,120.0,2.5,1.0,83.0,37.753056,87.0,FUENTE PALMERA-LOS ARROYONES,56.0,17.4,18.3,18.3,,,,,,,,,,,,,,,,,,,,,,,,
5473X,-5.686015,2025-05-28T06:00:00+0000,0.0,581.0,1.7,0.9,288.0,38.267803,237.0,AZUAGA (AUTOMATICA),53.0,17.0,18.2,18.3,,,,,,,,,,,,,,,,,,,,,,,,
5511,-3.371389,2025-05-28T06:00:00+0000,,3091.67,7.6,4.3,149.0,37.064445,167.0,PRADOLLANO  PARQUE NACIONAL SIERRA NEVADA,65.0,5.1,5.1,5.3,711.6,0.7,,,,,6.0,,,,,,,,,,,,,,,,,
5514Z,-3.633331,2025-05-28T06:00:00+0000,0.0,695.0,4.5,2.0,157.0,37.13611,169.0,GRANADA/BASE AÉREA,51.0,6.5,17.7,17.7,944.0,0.3,17.0,1023.4,7.4,45.0,6.0,48.0,,,,,,,0.0,,,,,,,,,
5515D,-3.550556,2025-05-28T06:00:00+0000,0.0,1258.0,,0.0,93.0,37.236942,,EVC_VÍZNAR,39.0,20.5,21.3,21.3,877.0,,,,6.8,,,,,,,0.0,,,,,,,,,,,,
5515X,-3.59555,2025-05-28T06:00:00+0000,0.0,775.0,1.2,0.2,48.0,37.18972,82.0,GRANADA-CARTUJA,54.0,17.4,17.4,17.6,,,,,,,,,,,,,,,,,,,,,,,,
5516D,-3.386944,2025-05-28T06:00:00+0000,,2856.0,8.5,7.0,149.0,37.063057,146.0,SIERRA NEVADA - RADIOTELESCOPIO,55.0,7.2,7.7,7.7,,0.5,,,-0.7,,5.0,,,,,,,,,,,,,,,,,
5530E,-3.789774,2025-05-28T06:00:00+0000,0.0,560.12,1.5,0.7,240.0,37.190292,210.0,GRANADA/AEROPUERTO,59.0,13.1,15.3,15.7,957.3,0.4,16.9,1023.4,7.3,29.9,32.0,41.0,,,,,,,,,,,,,,,,
5582A,-4.152781,2025-05-28T06:00:00+0000,0.0,760.0,5.1,1.4,58.0,37.16111,101.0,LOJA,44.0,17.7,19.2,19.3,,,,,,,,,,,,50.0,,,,,,,,,,,,
5598X,-4.547788,2025-05-28T06:00:00+0000,0.0,465.0,4.1,2.3,165.0,37.23093,172.0,BENAMEJÍ-ALCACHOFARES ALTOS,43.0,17.9,18.8,18.8,,,,,,,,,,,,,,,,,,,,,,,,
5612B,-4.769994,2025-05-28T06:00:00+0000,0.0,410.0,4.5,3.0,187.0,37.194443,187.0,RODA DE ANDALUCÍA,46.0,14.4,15.9,15.9,973.9,0.6,14.1,1021.9,4.3,20.0,8.0,3.0,22.2,,,,,,0.0,,,,,,,,,
5612X,-4.82695,2025-05-28T06:00:00+0000,0.0,450.0,,,,37.270275,,LORA DE ESTEPA (AUTOMATICA),30.0,21.8,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
5624X,-4.685919,2025-05-28T06:00:00+0000,0.0,309.0,5.8,2.5,151.0,37.481945,127.0,AGUILAR (LAGUNA ZOÑAR AUTOMATICA),46.0,19.4,20.5,20.5,,,,,,,,,,,,,,,,,,,,,,,,
5625X,-4.763865,2025-05-28T06:00:00+0000,0.0,200.0,2.2,0.8,36.0,37.638523,350.0,LA RAMBLA   PRIVILEGIO,64.0,14.8,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,
5654X,-5.37114,2025-05-28T06:00:00+0000,0.0,200.0,1.3,1.1,333.0,37.786804,337.0,LA PUEBLA DE LOS INFANTES,90.0,11.8,13.2,13.2,,,,,,,,,,,,,,,,,,,,,,,,
5656,-5.433058,2025-05-28T06:00:00+0000,0.0,165.0,2.5,1.3,83.0,37.497223,95.0,FUENTES DE ANDALUCIA  EL TRAVIESO,49.0,17.6,17.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,
5702X,-5.740475,2025-05-28T06:00:00+0000,0.0,50.0,3.6,2.6,63.0,37.565483,65.0,CARMONA  VILLEGAS,73.0,16.1,17.7,17.7,,,,,,,,,,,,,,,,,,,,,,,,
5704B,-5.769728,2025-05-28T06:00:00+0000,0.0,550.0,1.8,1.1,114.0,37.926388,97.0,CAZALLA DE LA SIERRA,83.0,12.5,14.1,14.1,958.4,,,1022.4,11.2,,,,,,,33.0,,,,,,,,,,,,
5726X,-5.81917,2025-05-28T06:00:00+0000,0.0,720.0,3.9,2.9,25.0,38.099445,27.0,GUADALCANAL  CRISTO,39.0,21.3,21.9,21.9,,,,,,,,,,,,,,,,,,,,,,,,
5733X,-6.074995,2025-05-28T06:00:00+0000,0.0,450.0,1.1,0.0,264.0,37.791115,180.0,ALMADEN PLATA (LAS NAVAS AUTOMATICA),57.0,18.6,20.2,20.2,,,,,,,,,,,,,,,,,,,,,,,,
5769X,-6.322225,2025-05-28T06:00:00+0000,0.0,618.0,1.3,0.4,294.0,37.97361,330.0,CALA,59.0,17.3,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
5783,-5.879167,2025-05-28T06:00:00+0000,0.0,34.0,2.1,1.0,40.0,37.416668,360.0,SEVILLA/SAN PABLO,66.0,18.3,20.1,20.5,1017.3,0.2,20.1,1021.0,13.6,,11.0,30.0,,,,,,,,,,,,,,,,
5788X,-6.059722,2025-05-28T06:00:00+0000,0.0,84.0,0.8,0.1,67.0,37.361668,0.0,Tomares  Zaudín,66.0,17.6,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
5790Y,-6.005918,2025-05-28T06:00:00+0000,0.0,9.0,1.6,0.7,333.0,37.36425,337.0,TABLADA,72.0,17.9,18.4,18.4,,,,,,,,,,,,,,,,,,,,,,,,
5796,-5.611474,2025-05-28T06:00:00+0000,0.0,87.0,1.8,0.1,59.0,37.164528,237.0,MORÓN DE LA FRONTERA,57.0,15.9,18.3,18.3,,,,,9.7,,,,,,,22.0,,,,,,,,,,,,
5835X,-6.334168,2025-05-28T06:00:00+0000,0.0,76.0,2.5,1.6,292.0,37.36,292.0,CARRION DE LOS CESPEDES,74.0,14.4,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,
5858X,-6.443024,2025-05-28T06:00:00+0000,0.0,5.0,2.4,1.2,26.0,36.988552,37.0,ALMONTE  DOÑANA ,92.0,13.2,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,
5860E,-6.738088,2025-05-28T06:00:00+0000,0.0,41.0,1.4,0.7,51.0,37.097942,50.0,EL ARENOSILLO,89.0,16.0,16.4,17.3,1016.1,,,1021.0,14.6,,,,,,,12.0,,,,,,,,,,,,
5891X,-5.846666,2025-05-28T06:00:00+0000,0.0,105.0,2.1,1.0,93.0,36.95334,95.0,LAS CABEZAS DE SAN JUAN (MAJOLETO AUTOMATICA),58.0,16.7,17.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,
5906X,-6.400558,2025-05-28T06:00:00+0000,0.0,10.0,2.5,1.3,106.0,36.75,107.0,CHIPIONA  ECA,57.0,15.8,16.3,16.3,,,,,,,,,,,,,,,,,,,,,,,,
5910X,-6.332591,2025-05-28T06:00:00+0000,0.0,21.0,,,,36.638878,,ROTA BASE NAVAL,59.0,15.9,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
5911A,-5.37403,2025-05-28T06:00:00+0000,0.0,913.0,,,,36.76044,,GRAZALEMA,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,
5919X,-5.259446,2025-05-28T06:00:00+0000,0.0,530.0,4.0,0.9,134.0,36.931667,135.0,OLVERA-COOP.AGRÍCOLA,33.0,19.4,20.1,20.1,,,,,,,,,,,,,,,,,,,,,,,,
5941X,-5.512225,2025-05-28T06:00:00+0000,0.0,295.0,3.4,1.2,101.0,36.729446,97.0,EL BOSQUE  SAN JOSÉ,53.0,14.2,15.4,15.4,,,,,,,,,,,,,,,,,,,,,,,,
5950X,-5.783332,2025-05-28T06:00:00+0000,0.0,105.0,3.9,0.8,60.0,36.663887,100.0,SAN JOSE DEL VALLE-PT GUADALCACÍN,33.0,21.5,21.9,22.3,,,,,,,,,,,,,,,,,,,,,,,,
5960,-6.055857,2025-05-28T06:00:00+0000,0.0,27.0,2.6,0.0,0.0,36.750496,70.0,JEREZ DE LA FRONTERA/AEROPUERTO,71.0,13.8,15.5,16.0,1017.3,0.0,14.8,1020.7,10.3,,0.0,32.0,,,,,,,,,,,,,,,,
5972X,-6.205557,2025-05-28T06:00:00+0000,0.0,28.0,7.6,3.8,93.0,36.465557,94.0,SAN FERNANDO,40.0,21.0,21.4,21.5,1016.6,,,1019.9,7.3,,,,,,,148.0,,,,,,,,,,,,
5973,-6.257861,2025-05-28T06:00:00+0000,0.0,2.0,10.1,6.0,101.0,36.49972,98.0,CÁDIZ  OBSERVATORIO,49.0,22.8,22.8,23.2,1019.6,0.9,,1020.3,11.6,,7.0,,,,,,,,,,,,,,,,,
5983X,-5.920278,2025-05-28T06:00:00+0000,0.0,70.0,4.6,2.9,103.0,36.406113,130.0,MEDINA SIDONIA (EL HUNDIDO - AUTOMATICA),63.0,17.4,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
5995B,-5.965005,2025-05-28T06:00:00+0000,0.0,186.0,8.0,3.5,86.0,36.245556,79.0,VEJER DE LA FRONTERA,51.0,19.5,20.0,20.0,997.8,,,1019.5,9.6,,,,,,,132.0,,,,,,,,,,,,
5996B,-5.909444,2025-05-28T06:00:00+0000,0.0,4.0,8.3,5.1,31.0,36.184723,50.0,BARBATE  DEPURADORA,44.0,21.7,22.2,22.4,,,,,,,,,,,,,,,,,,,,,,,,
5998X,-5.112503,2025-05-28T06:00:00+0000,0.0,255.0,7.3,5.0,121.0,37.243336,117.0,OSUNA  SEA,25.0,22.5,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
6000A,-2.95638,2025-05-28T06:00:00+0000,0.0,52.0,4.0,1.6,128.0,35.276325,103.0,MELILLA,82.0,19.4,20.2,20.2,1015.7,0.6,20.3,1022.4,17.1,,21.0,23.7,25.0,,,,,,0.0,,,,,27.0,,,,
6001,-5.59883,2025-05-28T06:00:00+0000,0.0,32.0,16.4,11.8,81.0,36.013985,80.0,TARIFA,90.0,18.9,19.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,
6032X,-5.168615,2025-05-28T06:00:00+0000,0.0,760.0,2.1,0.5,298.0,36.749996,250.0,RONDA  IES,39.0,17.7,18.0,18.1,,,,,,,,,,,,,,,,,,,,,,,,
6040X,-5.386393,2025-05-28T06:00:00+0000,0.0,315.0,0.9,0.3,339.0,36.54445,5.0,CORTES DE LA FRONTERA,74.0,12.6,12.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,
6042I,-5.394945,2025-05-28T06:00:00+0000,0.0,42.0,2.0,1.3,85.0,36.435608,72.0,JIMENA DE LA FRONTERA-EL DORADO,93.0,9.8,10.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,
6045X,-5.20306,2025-05-28T06:00:00+0000,0.0,676.0,6.6,1.7,84.0,36.6325,90.0,ALPANDEIRE,33.0,20.7,20.8,20.9,,,,,,,,,,,,,,,,,,,,,,,,
6050X,-5.318613,2025-05-28T06:00:00+0000,0.0,594.0,3.1,0.0,273.0,36.51861,37.0,GAUCÍN,39.0,17.7,17.7,18.1,,,,,,,,,,,,,,,,,,,,,,,,
6056X,-5.284446,2025-05-28T06:00:00+0000,0.0,1.0,4.6,2.9,333.0,36.273056,332.0,SAN ROQUE  SOTOGRANDE,89.0,13.7,14.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,
6057X,-5.26,2025-05-28T06:00:00+0000,0.0,140.0,1.6,0.9,203.0,36.378334,247.0,MANILVA,70.0,17.0,17.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,
6058I,-5.154988,2025-05-28T06:00:00+0000,0.0,19.0,2.4,1.5,245.0,36.416954,228.0,ESTEPONA,60.0,16.3,17.5,17.6,1021.7,,17.3,1024.0,9.7,20.0,,0.0,20.9,0.0,0.0,,,,,,,,,,,,,
6069X,-5.024724,2025-05-28T06:00:00+0000,0.0,392.0,1.3,0.5,163.0,36.543613,52.0,BENAHAVIS (LA ZAGALETA - AUTOMATICA),49.0,16.6,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
6076X,-4.953051,2025-05-28T06:00:00+0000,0.0,2.0,5.2,2.6,335.0,36.484444,10.0,MARBELLA (PUERTO BANUS - AUTOMATICA),45.0,18.7,19.8,19.8,,,,,,,,,,,,,,,,,,,,,,,,
6083X,-4.740278,2025-05-28T06:00:00+0000,0.0,2.0,4.0,2.4,37.0,36.483334,45.0,MARBELLA  CABOPINO,54.0,19.8,21.5,21.5,,,,,,,,,,,,,,,,,,,,,,,,
6084X,-4.618209,2025-05-28T06:00:00+0000,0.0,8.0,2.9,1.1,42.0,36.538494,40.0,FUENGIROLA,,,,,1021.4,,,,,,,,,,,49.0,,,,,,,,,,,,
6088X,-4.514998,2025-05-28T06:00:00+0000,0.0,85.0,3.9,1.9,52.0,36.620556,55.0,TORREMOLINOS,42.0,18.8,19.9,19.9,,,,,,,,,,,,,,,,,,,,,,,,
6100B,-4.562222,2025-05-28T06:00:00+0000,0.0,515.0,,,,37.02361,,ANTEQUERA,35.0,17.5,22.3,22.3,,,,,,,,,,,,,,,,,,,,,,,,
6106X,-4.748339,2025-05-28T06:00:00+0000,0.0,408.0,2.4,0.1,301.0,37.029446,42.0,ANTEQUERA-BOBADILLA,45.0,14.7,17.2,17.2,974.1,,,1021.6,5.1,,,,,,,18.0,,,,,,,,,,,,
6127X,-4.69667,2025-05-28T06:00:00+0000,0.0,172.0,0.7,0.0,333.0,36.854725,197.0,ÁLORA  LAS PELONAS,52.0,15.4,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,
6143X,-4.760827,2025-05-28T06:00:00+0000,0.0,230.0,,,,36.65778,,COIN (AUTOMATICA),39.0,17.0,18.2,18.2,,,,,,,,,,,,,,,,,,,,,,,,
6155A,-4.482307,2025-05-28T06:00:00+0000,0.0,6.54,4.1,3.0,270.0,36.66612,270.0,MÁLAGA/AEROPUERTO,50.0,16.3,17.4,17.8,1022.0,0.2,16.7,1022.8,6.8,,6.0,22.0,,,,,,,,,,,,,,,,
6156X,-4.48167,2025-05-28T06:00:00+0000,0.0,54.0,2.4,1.3,250.0,36.717785,235.0,MÁLAGA CMT,51.0,17.1,18.1,18.1,1015.9,0.5,,1022.3,7.8,,10.0,,,,,,,,,,,,,,,,,
6172O,-4.41972,2025-05-28T06:00:00+0000,0.0,25.0,3.1,1.5,223.0,36.716663,218.0,MÁLAGA PUERTO,40.0,19.3,20.3,20.6,1017.1,,,1020.1,6.2,,,,,,,50.0,,,,,,,,,,,,
6172X,-4.41972,2025-05-28T06:00:00+0000,0.0,25.0,3.3,1.9,39.0,36.716663,30.0,MÁLAGA,42.0,19.8,20.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,
6175X,-4.286128,2025-05-28T06:00:00+0000,0.0,7.0,,,,36.715046,,RINCON DE LA VICTORIA (AUTOMATICA),53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199X,-4.093611,2025-05-28T06:00:00+0000,0.0,41.0,3.7,2.4,339.0,36.768612,347.0,VELEZ MALAGA (AUTOMATICA),50.0,17.5,18.3,18.3,,,,,,,,,,,,,,,,,,,,,,,,
6201X,-4.043892,2025-05-28T06:00:00+0000,0.0,35.0,2.0,1.3,11.0,36.755836,5.0,ALGARROBO (LA MAYORA - AUTOMATICA),63.0,16.1,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,
6205X,-3.95722,2025-05-28T06:00:00+0000,0.0,3.0,4.0,2.8,19.0,36.726383,20.0,TORROX FARO,64.0,17.8,19.5,19.5,1022.5,,,1022.9,12.5,,,,,,,105.0,,,,,,,,,,,,
6213X,-3.845275,2025-05-28T06:00:00+0000,0.0,169.0,3.9,2.6,13.0,36.762775,15.0,NERJA (CUEVAS DE NERJA - AUTOMATICA),48.0,18.4,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
